vendor_name,vendor_category,vendor_state,vendor_area,vendor_city,property_type,venue_start_year,vendor_address,vendor_contact_info,vendor_google_map,no_of_rooms,per_room_price,starting_decor_price,veg_price_per_plate,nonveg_price_per_plate,destination_price,destination_details,small_party_venue,space_available,parking_policy,catering_policy,decor_policy,dj_policy,alcohol_policy,event_space_name_1,event_space_type_1,seating_guests_1,floating_guests_1,event_space_name_2,event_space_type_2,seating_guests_2,floating_guests_2,event_space_name_3,event_space_type_3,seating_guests_3,floating_guests_3,event_space_name_4,event_space_type_4,seating_guests_4,floating_guests_4,event_space_name_5,event_space_type_5,seating_guests_5,floating_guests_5,event_space_name_6,event_space_type_6,seating_guests_6,floating_guests_6,event_space_name_7,event_space_type_7,seating_guests_7,floating_guests_7,event_space_name_8,event_space_type_8,seating_guests_8,floating_guests_8
Samsara Desert Camp & Resort,Wedding Venues,83,Jodhpur,2037,Resort,,"Samsara Desert Camp and Resort, National Highway 125, Jodhpur, Rajasthan, India",9829091100,"https://www.google.com/maps?q=26.7027599,72.3186635",30 Rooms,"8,000","50,000",1300,1400,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Hall,Indoor Area,120,200,Lawn,Outdoor Area,900,1500,,,,,,,,,,,,,,,,,,,,,,,,
Kurja Resort Jodhpur,Wedding Venues,83,Mandore,2037,Resort,,"Kurja Resort Jodhpur, Balsamand, Mandore, Jodhpur, Rajasthan, India",6377656979,"https://www.google.com/maps?q=26.3372381,73.0312184",20 Rooms,"4,000","50,000",1100,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall ,Indoor Area,200,400,Lawn ,Outdoor Area,2500,4000,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Jodhpur Inn,Wedding Venues,83,Ajit Colony,2037,Banquet Hall,,"Hotel Jodhpur Inn, Umed Club Road, Ajit Colony, Jodhpur, Rajasthan, India",9571119945,"https://www.google.com/maps?q=26.2878831,73.033648",10 Rooms,,,60000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet,Indoor Area,150,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aayushi Greens,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Aayushi Greens, Bhadu Market, Jodhpur, Rajasthan, India",9079056034,"https://www.google.com/maps?q=26.2404554,72.9532132",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mango Hotels, Jodhpur",Wedding Venues,83,Basni,2037,Banquet Hall,,"Mango Hotels – ITI Circle, Jodhpur, near ITI Circle, HI Area Phase II, Shastri Nagar, Jodhpur, Rajasthan, India",2912747777,"https://www.google.com/maps?q=26.2597575,73.00341279999999",25 Rooms,"4,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Banquet Hall,Indoor Area,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rawla Osian,Wedding Venues,83,Jodhpur,2037,Resort,,"Rawla Osian Resort, Osian, Rajasthan, India",9001265391,"https://www.google.com/maps?q=26.685608,72.8483677",40 Rooms,25,,400,500,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,800,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athulyam Resorts,Wedding Venues,83,Air Force Area,2037,Wedding Lawn,,"New Pali Rd, Ghanchi Colony, Surya Colony, Jodhpur, Rajasthan, India",7838217342,"https://www.google.com/maps?q=26.2568887,73.0169901",7 Rooms,"1,500",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raas Jodhpur,Wedding Venues,83,Sri Ganganagar,2037,4 Star Resort,,"RAAS, Gulab Sagar Road, Sagrar, Jodhpur, Rajasthan, India",2912636455,"https://www.google.com/maps?q=26.2973795,73.0233592",40 Rooms,"12,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Poolside, Terrace / Rooftop space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,100,150,Poolside,Poolside Area,60,100,Terrace,Outdoor Area,60,100,,,,,,,,,,,,,,,,,,,,
Anand Mangal Garden,Wedding Venues,83,Paota,2037,Wedding Lawn,,"Anand Mangal Garden, Bhadwasiya, Paota, Jodhpur, Rajasthan, India",9314215468,"https://www.google.com/maps?q=26.2964293,73.03905189999999",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latiyal Vatika,Wedding Venues,83,Khema-Ka-Kuwa,2037,Wedding Lawn,,"Gayatri Nagar, Jodhpur, Rajasthan, India",9828566666,"https://www.google.com/maps?q=26.2411064,72.9752139",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Hanwant Garden,Wedding Venues,83,Paota,2037,Lawn & Banquet Hall,,"Shri Hanwant Garden, Paota B Road, near under bridge, Laxmi Nagar, Jodhpur, Rajasthan, India",7230019719,"https://www.google.com/maps?q=26.2970946,73.04429809999999",16 Rooms,"2,000",,800,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet,Indoor Area,350,500,Lawn,Outdoor Area,800,1300,,,,,,,,,,,,,,,,,,,,,,,,
Sb Hotel,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"S.B. होटल ऐंड मैरिज गार्डन, behind N.L.U, Mandore, Jodhpur, Rajasthan, India",8005510730,"https://www.google.com/maps?q=26.361628,73.0593439",7 Rooms,,,150000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Panel caterers allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall,Indoor Area,350,400,Outdoor Lawn,Outdoor Area,3500,4000,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Shagun Palace,Wedding Venues,83,Sardarpura,2037,Lawn & Banquet Hall,,"Hotel Shagun Palace, Sardarpura, Jodhpur, Rajasthan, India",9828252740,"https://www.google.com/maps?q=26.278286,73.001505",10 Rooms,"2,000",,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,100,150,Lawn,Outdoor Area,125,200,,,,,,,,,,,,,,,,,,,,,,,,
Oasis Garden,Wedding Venues,83,Air Force Area,2037,Wedding Lawn,,Jodhpur Air Force Area Jodhpur,9950090579,"https://www.google.com/maps?q=26.2690961,73.0381233",,,,800,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,600,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Six Sense Banquets,Wedding Venues,83,Sardarpura,2037,Banquet Hall,,"Sardarpura, Jodhpur, Rajasthan, India",7297961500,"https://www.google.com/maps?q=26.2772956,73.01202450000001",,,,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Hall ,Indoor Area,200,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Parihar Vatika,Wedding Venues,83,Ratanada,2037,Lawn & Banquet Hall,,"Bhagat Ki Kothi, Jodhpur, Rajasthan 342005",8048072234,"https://www.google.com/maps?q=26.2649389,73.0183948",4 Rooms,"1,000",,Rental Only,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet hall,Indoor Area,400,1000,laws,Outdoor Area,1100,2250,,,,,,,,,,,,,,,,,,,,,,,,
Karni Bhawan,Wedding Venues,83,Air Force Area,2037,Hotel,,"Defence Lab Rd, Ratanada, Jodhpur, Rajasthan 342006",9214988092,"https://www.google.com/maps?q=26.23894689999999,73.02430939999999",30 Rooms,"4,500","25,000",550,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn III,Outdoor Area,60,100,Lawn II,Outdoor Area,80,150,Lawn I,Outdoor Area,120,200,,,,,,,,,,,,,,,,,,,,
Mangal Prangan,Wedding Venues,83,Paota,2037,Wedding Lawn,,"Paota B Rd, Bhadwasiya, Paota, Jodhpur, Rajasthan, India",9828109990,"https://www.google.com/maps?q=26.2972289,73.0406795",,,,300,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,300,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Rani Bagh,Wedding Venues,83,Jhalamand,2037,Hotel,,"Hotel Rani Bagh Jodhpur, near Mahindra Club, Jhalamand, Jodhpur, Rajasthan, India",9351515115,"https://www.google.com/maps?q=26.2315831,73.0783952",32 Rooms,"3,000",,550,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,150,250,Hall,Indoor Area,200,300,,,,,,,,,,,,,,,,,,,,,,,,
Indraprastha Resort,Wedding Venues,83,Bhadu Market,2037,Resort,,"Indraprastha Resort, Bhadu Market, Jodhpur, Rajasthan, India",9314070000,"https://www.google.com/maps?q=26.2398951,72.9520029",30 Rooms,"2,000",,450,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Inn Season,Wedding Venues,83,Air Force Area,2037,Wedding Lawn,,"Hotel Inn Season Jodhpur, P.W.D Colony, Jodhpur, Rajasthan, India",9829026400,"https://www.google.com/maps?q=26.2718657,73.0228219",15 Rooms,"3,500",,800,1000,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Poolside space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,300,500,Poolside,Poolside Area,40,70,,,,,,,,,,,,,,,,,,,,,,,,
Lariya Resort,Wedding Venues,83,Bhadu Market,2037,Resort,,"Lariya Resort, Gopal Bari, Jodhpur, Rajasthan, India",9636586666,"https://www.google.com/maps?q=26.2531522,72.94197",54 Rooms,"4,000",,1200,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",lawn,Outdoor Area,400,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vidhya Farm House,Wedding Venues,83,Jodhpur,2037,Farmhouse,,"Vidya Farm House Garden, D-Kirtinagar, Rawat Nagar, Jodhpur, Rajasthan, India",9351454452,"https://www.google.com/maps?q=26.31876239999999,73.059767",,"40,000",,400,500,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,480,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madraaj Greens,Wedding Venues,83,Kabir Nagar,2037,Wedding Lawn,,"Madraaj Greens, Kabir Nagar, Jodhpur, Rajasthan, India",9829023200,"https://www.google.com/maps?q=26.2966225,72.98453549999999",,"25,000",,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deora Resort & Hotel,Wedding Venues,83,Jodhpur,2037,Resort,,"Deora Resort & Hotel, Dam, Mandore, Jodhpur, Rajasthan, India",9784152906,"https://www.google.com/maps?q=26.3679669,73.0828674",36 Rooms,"2,000",,600,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Banquet hall,Indoor Area,150,250,Lawn,Outdoor Area,350,500,,,,,,,,,,,,,,,,,,,,,,,,
Palash Baag,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Palash Baag - Marriage Garden, Maruti Dham, Bhadu Market, Jodhpur, Rajasthan, India",9414131403,"https://www.google.com/maps?q=26.233346,72.96635200000003",10 Rooms,"55,000",,800,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,3500,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rani Mahal Heritage,Wedding Venues,83,Bhistiyon Ka Bas,2037,Fort / Palace Hotel,,"Navchokiya, Fateh Pol Rd, Jodhpur, Rajasthan 342001",7014437040,"https://www.google.com/maps?q=26.2966367,73.01383349999999",10 Rooms,,,1000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,200,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurukripa Farm House,Wedding Venues,83,Rawat Nagar,2037,Farmhouse,,"Gurukripa farm house, jodhpur, Mata Ka Than, Rawat Nagar, Jodhpur, Rajasthan, India",9928110359,"https://www.google.com/maps?q=26.3264747,73.074469",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandra Imperial,Wedding Venues,83,Air Force Area,2037,Hotel,,"Chandra Imperial, opp. Polo Ground, Air Force Area, Jodhpur, Rajasthan, India",2912671686,"https://www.google.com/maps?q=26.2626284,73.0361465",48 Rooms,"4,000","25,000",600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Sangam Mehfil Banquet,Indoor Area,250,400,Jhankaar Banquet,Indoor Area,120,200,,,,,,,,,,,,,,,,,,,,,,,,
Reggie’s Camel Camp,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Khetasar - Osian Rd, Rajasthan 342303",9928009608,"https://www.google.com/maps?q=26.6989223,72.8729773",20 Rooms,"8,000","100,000",1500,1550,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",lawn,Outdoor Area,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasol Heritage,Wedding Venues,83,Ratanada,2037,Wedding Lawn,,"Jasol Heritage, Police Line Road, Ratanada, Jodhpur, Rajasthan, India",9672094361,"https://www.google.com/maps?q=26.2767856,73.03358109999999",18 Rooms,"2,000",,600,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumu Resorts,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"Kumu Resorts, Jodhpur, Rajasthan, India",9680008464,"https://www.google.com/maps?q=26.21681249999999,73.0545625",2 Rooms,"25,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn ,Outdoor Area,100,200,Banquet ,Indoor Area,30,50,,,,,,,,,,,,,,,,,,,,,,,,
Surajgarh Marriage Hall,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"Mandore, Jodhpur, Rajasthan, India",8561023252,"https://www.google.com/maps?q=26.3427037,73.0443233",15 Rooms,"2,000",,600,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karni Kot,Wedding Venues,83,Laxmi Nagar,2037,Wedding Lawn,,"Karni kot, Bhadwasiya RTO Link Rd, Tube Well Chouraya, BJS Colony, Jodhpur, Rajasthan, India",2912546213,"https://www.google.com/maps?q=26.3024412,73.0529565",,,,550,650,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,500,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Prateek,Wedding Venues,83,Sardarpura,2037,Hotel,,"Hotel Prateek, Sardarpura, Jodhpur, Rajasthan, India",9828076800,"https://www.google.com/maps?q=26.2781469,73.0049323",56 Rooms,"2,000",,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khaas Bagh, Heritage Hotel",Wedding Venues,83,Ratanada,2037,Wedding Lawn,,"Police Line Rd, Mohanpura Puliya, Ajit Colony, Jodhpur, Rajasthan, India",9119320555,"https://www.google.com/maps?q=26.2863905,73.02728359999999",4 Rooms,"25,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn ,Outdoor Area,650,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Santosh Guest House,Wedding Venues,83,Paota,2037,Wedding Lawn,,"Hotel Santosh - Best Budget Hotel In Jodhpur, Paota B Road, Bhadwasiya, Paota, Jodhpur, Rajasthan, India",9460215296,"https://www.google.com/maps?q=26.29750259999999,73.0406127",19 Rooms,"2,000",,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ummed Jodhpur Palace Resort & Spa,Wedding Venues,83,Jodhpur,2037,5 Star Fort / Palace Hotel,,The Ummed Jodhpur Palace Resort & Spa,6367716832,"https://www.google.com/maps?q=26.321315,73.118178",88 Rooms,"7,500",,2000,2400,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",SIR GUMAN HALL ,Indoor Area,300,600,SIR GUMAN LAWN ,Outdoor Area,1000,3000,POOL SIDE ,Outdoor Area,300,500,PALACE LAWN,Outdoor Area,2000,8000,CHAR BAGH ,Outdoor Area,200,350,SIR GUMAN HALL + LAWN ,Indoor & Outdoor Area,1000,3500,,,,,,,,
Anand Bhawan,Wedding Venues,83,Air Force Area,2037,Banquet Hall & Lawn,,"Opposite Filter House, Chopasni Road, Jodhpur, Rajasthan 342008",7737065000,"https://www.google.com/maps?q=26.23894689999999,73.02430939999999",25 Rooms,"1,500","150,000",Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Outside caterering only,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall 1,Indoor Area,100,150,Banquet Hall 2,Indoor Area,350,450,Lawn,Outdoor Area,2000,3000,,,,,,,,,,,,,,,,,,,,
Fairfield by Marriott Jodhpur Hotel,Wedding Venues,83,Kudi Bhagtasni Housing Board,2037,Hotel,,"Fairfield by Marriott Jodhpur, Vijay Raje Nagar, Meera Nagar, Jodhpur, Rajasthan, India",6376918026,"https://www.google.com/maps?q=26.2172736,73.04485939999995",100 Rooms,"9,000","500,000",1800,1800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Jade Garden,Outdoor Area,150,250,Sapphire,Indoor Area,120,150,Lawn,Outdoor Area,400,800,,,,,,,,,,,,,,,,,,,,
Polo Heritage,Wedding Venues,83,Air Force Area,2037,Lawn & Banquet Hall,,"Polo Heritage, Ratanada, Jodhpur, Rajasthan, India",9314717633,"https://www.google.com/maps?q=26.267998,73.03103899999999",15 Rooms,"3,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor, Poolside space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,200,350,Hall,Indoor Area,60,100,Poolside,Poolside Area,40,70,,,,,,,,,,,,,,,,,,,,
Shri Ram Kaushalya Garden,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"Madan singh, Arya Nagar, near power house gym, Mahamandir, K.B, H.B, Mahaveer Nagar, Jodhpur, Rajasthan 342001",7737641078,"https://www.google.com/maps?q=26.3118381,73.05047259999999",,,,40000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,,,hall,Indoor Area,100,200,laws,Outdoor Area,350,1000,,,,,,,,,,,,,,,,,,,,,,,,
The Shakti Rocks,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"The Shakti Rocks, 80 Feet Road, Mata Ka Than, Rawat Nagar, Jodhpur, Rajasthan, India",7014983370,"https://www.google.com/maps?q=26.3194526,73.0674434",16 Rooms,"1,500",,100000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Royale Haveli by Madvik Retreat,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"The Royale Haveli by Madvik Retreat, Rawla Pelipol, By Madvik Retreat, Rawla Kot, Jhalamand, Rajasthan, India",9319176177,"https://www.google.com/maps?q=26.2090451,73.0667213",3 Rooms,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Panel caterers allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Small Lawn,Outdoor Area,65,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keshav Garh Marriage Garden,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Bhadu Market, Jodhpur, Rajasthan, India",9314711268,"https://www.google.com/maps?q=26.24602459999999,72.9621131",,,,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,350,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Om Garden,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"Hari Om Garden, Chainpura School, New Dhalawata Nagar Road,, Mandore, Jodhpur, Rajasthan, India",9414456098,"https://www.google.com/maps?q=26.344438,73.0541696",,,,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
